id;name;department;municipality;years_works;type_person;rol
2391;Genaro Gonzalez Cordoba;ANTIOQUIA;BELLO;83;PREFERENTE;OTRO
2392;Jose Elquin Silva Prada;HUILA;GARZON;1;PREFERENTE;POLITICO
2393;Maria Stella Hernandez Lopez;HUILA;GARZON;14;PREFERENTE;OTRO
2394;Johana Carolina Gomez Botina;NARIÑO;COLON_(GENOVA);6;PREFERENTE;POLITICO
2395;Angel Domingo Espinosa Pinzon;SANTANDER;CHARALA;3;PREFERENTE;CANTANTE
2396;Omar Eduardo Morillo Cervantes;SUCRE;TOLU;5;PREFERENTE;OTRO
2397;Oscar Eduardo Drada Cortes;VALLE;LA_VICTORIA;8;PREFERENTE;OTRO
2398;Jose Nelson Fernandez Torres;BOYACA;LABRANZAGRANDE;2;PREFERENTE;POLITICO
2399;Luis Hernando Poveda Cardenas;BOYACA;LABRANZAGRANDE;7;PREFERENTE;CANTANTE
2400;Ezequiel Antonio Rueda Florez;BOLIVAR;REGIDOR;0;NO APLICA;CANTANTE
2401;Yined Susana Coronado Oicata;BOYACA;BERBEO;1;PREFERENTE;CANTANTE
2402;Sandra Maribel Buitrago Buitrago;BOYACA;BERBEO;2;PREFERENTE;CANTANTE
2403;Dorelly Gonzzalez Chaparro;CASANARE;MANI;6;PREFERENTE;POLITICO
2404;Juan Carlos Lara Silva;CASANARE;MANI;10;PREFERENTE;POLITICO
2405;Antonio Navas Gaitan;GUAINIA;INIRIDA;2;PREFERENTE;CANTANTE
2406;Samuel Lara Bautista;GUAINIA;INIRIDA;6;PREFERENTE;CANTANTE
2407;Pedro Aldemar Rodriguez Moreno;CUNDINAMARCA;JUNIN;0;NO APLICA;POLITICO
2408;Arvey Alfonso Tequi Nonsoque;CUNDINAMARCA;FUNZA;12;PREFERENTE;CANTANTE
2409;Jose Efren Achicanoy Achicanoy;NARIÑO;PASTO;2;PREFERENTE;CANTANTE
2410;Sandra Sujey Argote Jaramillo;NARIÑO;PASTO;19;PREFERENTE;ACTOR
2411;Mercedes Del Carmen Toledo Granados;BOYACA;BUSBANZA;6;PREFERENTE;POLITICO
2412;Sindy Daiana Castrillon Vasquez;VALLE;EL_DOVIO;9;PREFERENTE;POLITICO
2413;Anderson Fabian Afanador Merchan;ARAUCA;SARAVENA;0;NO PREFERENTE;OTRO
2414;Argu Arquimedes Herrera Antolinez;ARAUCA;SARAVENA;0;NO PREFERENTE;OTRO
2415;Aladino Peralta Guerrero;HUILA;COLOMBIA;9;PREFERENTE;OTRO
2416;Manuel Maria Vaca Arena;CESAR;LA_PAZ;10;PREFERENTE;POLITICO
2417;Milton Peña Oviedo;NORTE_DE_SANTANDER;PUERTO_SANTANDER;2;PREFERENTE;CANTANTE
2418;Betsabe Contreras Bermudez;NORTE_DE_SANTANDER;PUERTO_SANTANDER;7;PREFERENTE;POLITICO
2419;Yudy Yaneth Mapalla Chapal;PUTUMAYO;NO APLICA;59;PREFERENTE;CANTANTE
2420;Otoniel Sanchez;VALLE;CARTAGO;2;PREFERENTE;POLITICO
2421;Asdubal Tolosa Rojas;SANTANDER;BUCARAMANGA;81;PREFERENTE;POLITICO
2422;Luz Amparo Vasquez Rueda;SANTANDER;BUCARAMANGA;85;PREFERENTE;POLITICO
2423;Benilda Muñoz;SANTANDER;ARATOCA;2;PREFERENTE;OTRO
2424;Raul Lopez;SANTANDER;ARATOCA;8;PREFERENTE;ACTOR
2425;July Paola Ortiz Roa;CUNDINAMARCA;EL_PEÑON;4;PREFERENTE;POLITICO
2426;Mauricio Fernandez Franco;BOGOTA D.C.;BOGOTA._D.C.;22;PREFERENTE;CANTANTE
2427;Aura Cecilia Torres Hidalgo;BOGOTA D.C.;BOGOTA._D.C.;32;PREFERENTE;CANTANTE
2428;Mauricio Alberto Landazabal Suaza;BOGOTA D.C.;BOGOTA._D.C.;38;PREFERENTE;CANTANTE
2429;Ever Mosquera Rodriguez;META;GUAMAL;0;NO APLICA;ACTOR
2430;Alex Fernando Chazatar Ipujan;NARIÑO;PASTO;5;PREFERENTE;ACTOR
2431;Jorge Andres Rivero Camacho;SANTANDER;CHIMA;3;PREFERENTE;POLITICO
2432;Martha Yazmin Perez Ropero;NORTE_DE_SANTANDER;LA_ESPERANZA;3;PREFERENTE;OTRO
2433;Noel Peñaranda Osma;NORTE_DE_SANTANDER;LA_ESPERANZA;5;PREFERENTE;OTRO
2434;Kellys Johana Quintero Fontalvo;LA_GUAJIRA;VILLANUEVA;4;PREFERENTE;ACTOR
2435;Erika Victoria Castro Roca;BOLIVAR;ARROYO_HONDO;6;PREFERENTE;CANTANTE
2436;Ricardo Jose Vanegas Romero;BOLIVAR;ARROYO_HONDO;9;PREFERENTE;OTRO
2437;Ruben Dario Moreno Mendez;SANTANDER;MALAGA;0;NO APLICA;POLITICO
2438;Ismael Agustin Duran Oñate;LA_GUAJIRA;SAN_JUAN_DEL_CESAR;10;PREFERENTE;OTRO
2439;Rubiela Cristina Romero Cujia;LA_GUAJIRA;SAN_JUAN_DEL_CESAR;13;PREFERENTE;POLITICO
2440;Luis Enrique Salinas Carval;BOLIVAR;SAN_JACINTO;6;PREFERENTE;CANTANTE
2441;Carlos Javier Yaspe Vega;BOLIVAR;SAN_JACINTO;9;PREFERENTE;POLITICO
2442;Lilia Esther Perez Avila;BOLIVAR;SAN_JACINTO;11;PREFERENTE;POLITICO
2443;Agustin Barbosa Lopez;META;PUERTO_LOPEZ;11;PREFERENTE;POLITICO
2444;Gerardo Maldonado Sandoval;SANTANDER;OIBA;4;PREFERENTE;OTRO
2445;Guillermina Diaz Higuera;SANTANDER;OIBA;8;PREFERENTE;POLITICO
2446;Nelly Teresa Del Rosario Carrillo Galeano;CASANARE;PORE;7;PREFERENTE;CANTANTE
2447;Serwin Ariel Cisneros Castillo;CASANARE;PORE;8;PREFERENTE;CANTANTE
2448;Hernando Ballesteros Jacome;NORTE_DE_SANTANDER;CONVENCION;1;PREFERENTE;POLITICO
2449;Reinel Bayona Guerrero;NORTE_DE_SANTANDER;CONVENCION;4;PREFERENTE;POLITICO
2450;Alcira Carvajal Rincon;NORTE_DE_SANTANDER;CONVENCION;11;PREFERENTE;ACTOR
2451;Olivardo Saenz Miranda;BOLIVAR;SAN_MARTIN_DE_LOBA;2;PREFERENTE;CANTANTE
2452;Bertonis Cortez Marquez;BOLIVAR;SAN_MARTIN_DE_LOBA;4;PREFERENTE;OTRO
2453;Elcy Morales Rodriguez;BOLIVAR;SAN_MARTIN_DE_LOBA;11;PREFERENTE;POLITICO
2454;Ingrid Maryeth Erazo Cueltan;PUTUMAYO;VALLE_DEL_GUAMUEZ_(LA_HORMIGA);10;PREFERENTE;OTRO
2455;Juan Sebastian Salcedo;CAUCA;POPAYAN;14;PREFERENTE;CANTANTE
2456;Julio Mario Olivo Maza;ATLANTICO;MANATI;4;PREFERENTE;CANTANTE
2457;Consuelo Maria Machacon Padilla;ATLANTICO;MANATI;10;PREFERENTE;POLITICO
2458;Rafael Augusto Escobar De La Cerda;MAGDALENA;SABANAS_DE_SAN_ANGEL;7;PREFERENTE;POLITICO
2459;Luis Serafin Vega Madariaga;NORTE_DE_SANTANDER;TEORAMA;0;NO APLICA;CANTANTE
2460;Robinson Benitez Acevedo;SANTANDER;ARATOCA;1;PREFERENTE;ACTOR
2461;Zenaida Ortiz Ramirez;SANTANDER;ARATOCA;2;PREFERENTE;CANTANTE
2462;Rocio Katherine Forero Chacon;SANTANDER;SAN_GIL;7;PREFERENTE;OTRO
2463;Victor Manuel Hinestroza Bonilla;NARIÑO;EL_CHARCO;8;PREFERENTE;POLITICO
2464;Luz Marina Guevara Cortes;RISARALDA;SANTUARIO;3;PREFERENTE;OTRO
2465;Guillermo Leon Vega Tobon;RISARALDA;SANTUARIO;8;PREFERENTE;POLITICO
2466;William Alfonso Mendoza Hernandez;SANTANDER;SURATA;0;NO APLICA;OTRO
2467;Ricardo Alvarado Bestene;ARAUCA;NO APLICA;0;NO APLICA;OTRO
2468;John Fredy Naravaez Estrada;ANTIOQUIA;CARMEN_DE_VIBORAL;4;PREFERENTE;POLITICO
2469;Lina Maria Alzate Arcila;ANTIOQUIA;CARMEN_DE_VIBORAL;11;PREFERENTE;CANTANTE
2470;Alvaro Diego Jaramillo Zuluaga;ANTIOQUIA;CARMEN_DE_VIBORAL;13;PREFERENTE;CANTANTE
2471;Emerson Meneses Gonzalez;NORTE_DE_SANTANDER;NO APLICA;53;PREFERENTE;CANTANTE
2472;Marta Cecilia Montaño Caicedo;NARIÑO;FUNES;1;PREFERENTE;POLITICO
2473;Gloria Esperanza Chicaiza Peringuez;NARIÑO;FUNES;4;PREFERENTE;POLITICO
2474;Humberto Parrado Pabon;CUNDINAMARCA;FOSCA;9;PREFERENTE;POLITICO
2475;Ruben Dario Ariza Barros;LA_GUAJIRA;RIOHACHA;12;PREFERENTE;POLITICO
2476;Karem Joya Osorio;SANTANDER;BARRANCABERMEJA;5;PREFERENTE;CANTANTE
2477;Jhon Jairo De Jesus Marin Valle;ANTIOQUIA;SABANALARGA;4;PREFERENTE;OTRO
2478;Celedonio De Jesus Yepes Uribe;ANTIOQUIA;SABANALARGA;7;PREFERENTE;POLITICO
2479;Moisã‰s Rojas Corredor;HUILA;HOBO;6;PREFERENTE;POLITICO
2480;Wilson Alfredo Valencia Trejos;PUTUMAYO;PUERTO_ASIS;2;PREFERENTE;POLITICO
2481;Consepcion Garces;PUTUMAYO;PUERTO_ASIS;7;PREFERENTE;POLITICO
2482;Claudia Cecilia Rueda;CUNDINAMARCA;ELROSAL;4;PREFERENTE;POLITICO
2483;Edgar Humberto Villamizar Villamizar;SANTANDER;CERRITO;5;PREFERENTE;POLITICO
2484;Aida Patricia Trullo Menza;CAUCA;INZA;5;PREFERENTE;OTRO
2485;Luis German Guevara Ramirez;CAUCA;INZA;11;PREFERENTE;POLITICO
2486;Carlos Raul Robayo Gutierrez;CUNDINAMARCA;NO APLICA;53;PREFERENTE;ACTOR
2487;Ricaurte Soto Diaz;HUILA;ALTAMIRA;2;PREFERENTE;ACTOR
2488;Roberth Orlando Antolinez Arismendi;CASANARE;PORE;5;PREFERENTE;OTRO
2489;Emel Lopez Aldana;MAGDALENA;ALGARROBO;2;PREFERENTE;POLITICO
2490;Olarys Rojano De Avila;MAGDALENA;ALGARROBO;5;PREFERENTE;OTRO
2491;Antonio Luis Tamara Leguia;MAGDALENA;ALGARROBO;10;PREFERENTE;POLITICO
2492;Yalile Cadena Rojas;BOYACA;BERBEO;2;PREFERENTE;CANTANTE
2493;Marco Fidel Puentes Leal;BOYACA;EL_ESPINO;1;PREFERENTE;CANTANTE
2494;Sergio Leandro Mesa Caicedo;SANTANDER;MALAGA;5;PREFERENTE;CANTANTE
2495;Pedro Nel Jaimes Muñoz;SANTANDER;ARATOCA;9;PREFERENTE;OTRO
2496;Heliodoro Gil Beleño;BOLIVAR;PINILLOS;1;PREFERENTE;OTRO
2497;Lisardo Torres Guzman;BOLIVAR;PINILLOS;4;PREFERENTE;POLITICO
2498;Manuel Salvador Rodriguez Obregon;BOLIVAR;PINILLOS;13;PREFERENTE;POLITICO
2499;Edier De Jesus Sanchez Uribe;CALDAS;RISARALDA;3;PREFERENTE;CANTANTE
2500;Abel Antonio Gonzales Rojas;CALDAS;RISARALDA;8;PREFERENTE;CANTANTE
2501;Luis Eduardo Urbano;HUILA;ISNOS;6;PREFERENTE;POLITICO
2502;Yofrank Bello Sierra;NORTE_DE_SANTANDER;PAMPLONITA;2;PREFERENTE;OTRO
2503;Nini Johana Graces Ortega;CAUCA;PATIA_(EL_BORDO);1;PREFERENTE;CANTANTE
2504;Jaider Contreras Contreras;NORTE_DE_SANTANDER;TEORAMA;6;PREFERENTE;POLITICO
2505;Elver Albeiro Murillo Montenegro;CUNDINAMARCA;PARATEBUENO_(LA_NAGUAYA);8;PREFERENTE;POLITICO
2506;Luz Deisy Giraldo Lopez;ANTIOQUIA;NECHI;2;PREFERENTE;POLITICO
2507;Tatiana Milena Gomez Vergara;ANTIOQUIA;NECHI;3;PREFERENTE;POLITICO
2508;Jose Manuel Parra Martinez;QUINDIO;ARMENIA;87;PREFERENTE;OTRO
2509;Gonzalo Efren Valencia Tobon;ANTIOQUIA;SANTO_DOMINGO;2;PREFERENTE;POLITICO
2510;Jorge Pulido Santana;CUNDINAMARCA;ANOLAIMA;0;NO PREFERENTE;POLITICO
2511;Carlos Julio Castro Romero;CUNDINAMARCA;ANOLAIMA;0;NO PREFERENTE;OTRO
2512;Claudia Marcela Gonzalez Rubio;CUNDINAMARCA;ANOLAIMA;0;NO PREFERENTE;POLITICO
2513;Henry Parra Mendez;HUILA;GARZON;4;PREFERENTE;OTRO
2514;Albeiro Arrigui Huelgos;HUILA;GARZON;7;PREFERENTE;ACTOR
2515;Jairo Cortes Dominguez;BOYACA;SABOYA;9;PREFERENTE;CANTANTE
2516;Ronald Yuri Blanco Ortiz;CASANARE;PORE;1;PREFERENTE;OTRO
2517;Edgar Alexis Tolosa Vargas;CASANARE;PORE;3;PREFERENTE;POLITICO
2518;Henry Alberto Liberato Roa;CASANARE;PORE;9;PREFERENTE;CANTANTE
2519;Pedro Norberto Castro Araujo;CESAR;VALLEDUPAR;0;NO APLICA;OTRO
2520;Marco Tulio Bejarano;VALLE;ANDALUCIA;8;PREFERENTE;OTRO
2521;Didier San Martin Guerra;LA_GUAJIRA;VILLANUEVA;6;PREFERENTE;OTRO
2522;Edinson Gomez Florez;SANTANDER;BETULIA;4;PREFERENTE;POLITICO
2523;Daniel Felipe Ramirez Morales;CUNDINAMARCA;COTA;10;PREFERENTE;CANTANTE
2524;Luz Piedad Vallejo Osorio;META;LEJANIAS;1;PREFERENTE;POLITICO
2525;Edwin Emilio Loaiza Belandia;META;LEJANIAS;3;PREFERENTE;CANTANTE
2526;Claudia Patricia Villa Marin;META;PUERTO_LOPEZ;6;PREFERENTE;CANTANTE
2527;Mauren Yanet Esquivel Yepez;META;PUERTO_LOPEZ;13;PREFERENTE;POLITICO
2528;Petrona Isabel Ospino Caceres;BOLIVAR;ARROYO_HONDO;4;PREFERENTE;CANTANTE
2529;Adriana Marin Ariza;CAQUETA;SAN_JOSE_DEL_FRAGUA;7;PREFERENTE;CANTANTE
2530;Cesar Murcia Sierra;CAQUETA;SAN_JOSE_DEL_FRAGUA;8;PREFERENTE;POLITICO
2531;Abel Antonio Garcia Ramirez;QUINDIO;ARMENIA;82;PREFERENTE;POLITICO
2532;Johan Sebastian Garcia Muñoz;QUINDIO;ARMENIA;87;PREFERENTE;CANTANTE
2533;Efrain Quintero Manzano;NORTE_DE_SANTANDER;OCAÑA;5;PREFERENTE;CANTANTE
2534;Jose Humberto Rodriguez Arevalo;CASANARE;AGUAZUL;2;PREFERENTE;CANTANTE
2535;Beatriz Elena Posada Castro;HUILA;GIGANTE;3;PREFERENTE;OTRO
2536;Bethy Luz Gutierrez Rodriguez;MAGDALENA;PIJIÑO_DEL_CARMEN;1;PREFERENTE;POLITICO
2537;Ledis Lucia Novoa Reyes;MAGDALENA;ALGARROBO;1;PREFERENTE;CANTANTE
2538;Alba Derlis Garcia Morales;MAGDALENA;ALGARROBO;9;PREFERENTE;OTRO
2539;Jaider Antonio Huertas Barreto;SUCRE;CHALAN;0;NO APLICA;OTRO
2540;Andres Felipe Muñoz Rios;QUINDIO;ARMENIA;86;PREFERENTE;OTRO
2541;Martha Jeannette Rozo Acevedo;CUNDINAMARCA;GIRARDOT;8;PREFERENTE;POLITICO
2542;Jose Milton Carreño Peralta;CUNDINAMARCA;GIRARDOT;9;PREFERENTE;POLITICO
2543;Diana Gonzalez Lazo;CUNDINAMARCA;GIRARDOT;12;PREFERENTE;CANTANTE
2544;Francis Zeneida Bastidas Beltran;PUTUMAYO;PUERTO_ASIS;3;PREFERENTE;CANTANTE
2545;Omar Camacho Cerquera;PUTUMAYO;PUERTO_ASIS;6;PREFERENTE;POLITICO
2546;Julio Cesar Caicedo Cortez;PUTUMAYO;PUERTO_ASIS;9;PREFERENTE;OTRO
2547;Olivero Meza Erazo;PUTUMAYO;PUERTO_ASIS;12;PREFERENTE;POLITICO
2548;Leyla Enid Cardenas Castañeda;CASANARE;TAURAMENA;3;PREFERENTE;CANTANTE
2549;Manuel Fernando Montaña Lozano;GUAINIA;INIRIDA;3;PREFERENTE;CANTANTE
2550;Jhon Alexander Martinez Tovar;GUAINIA;INIRIDA;4;PREFERENTE;CANTANTE
2551;Aleida Del Socorro Atehortua Arango;ANTIOQUIA;ANGOSTURA;0;NO PREFERENTE;CANTANTE
2552;Reiby Alexander Cala Santos;SANTANDER;SOCORRO;12;PREFERENTE;ACTOR
2553;Maricela Cardona Alvarez;META;GRANADA;2;PREFERENTE;CANTANTE
2554;Aidee Del Carmen Ballesteros Tapia;CORDOBA;SAN_BERNARDO_DEL_VIENTO;13;PREFERENTE;OTRO
2555;Sandra Patricia Sanabria Barreto;BOYACA;SAN_EDUARDO;4;PREFERENTE;POLITICO
2556;Nubia Alexandra Mahecha Castillo;BOYACA;SAN_EDUARDO;6;PREFERENTE;OTRO
2557;Pedro Roberto Mellizo Chauta;CUNDINAMARCA;SESQUILE;2;PREFERENTE;OTRO
2558;Luisa Maria Muñoz Hernandez;CUNDINAMARCA;SESQUILE;6;PREFERENTE;ACTOR
2559;Maria Soledad Cuervo Villa;CALDAS;ARANZAZU;4;PREFERENTE;ACTOR
2560;Francisco Alfonso Cruz Pombo;CUNDINAMARCA;BOJACA;1;PREFERENTE;CANTANTE
2561;Mauricio Alexander Beltran Espejo;CUNDINAMARCA;BOJACA;5;PREFERENTE;CANTANTE
2562;Delcy Cabana Tapias;LA_GUAJIRA;FONSECA;3;PREFERENTE;CANTANTE
2563;Gregorio Alfonso Rincones Plata;LA_GUAJIRA;FONSECA;11;PREFERENTE;CANTANTE
2564;Juan Carlos Becerra Heredia;BOGOTA D.C.;BOGOTA._D.C.;81;PREFERENTE;CANTANTE
2565;Angela Maria Perez Mahecha;BOGOTA D.C.;BOGOTA._D.C.;85;PREFERENTE;ACTOR
2566;Clara Ines Jimenez Cotes;CESAR;BOSCONIA;1;PREFERENTE;CANTANTE
2567;Herney Alfonso Ortiz Pacheco;CESAR;BOSCONIA;7;PREFERENTE;POLITICO
2568;Edgar Enrique Alvarez Herrera;CESAR;BOSCONIA;8;PREFERENTE;POLITICO
2569;Sindy Esther Castilla Mozo;CESAR;BOSCONIA;9;PREFERENTE;POLITICO
2570;Greys Paola Alvarino Ramirez;BOLIVAR;PINILLOS;2;PREFERENTE;POLITICO
2571;Gina Paola Martin Sabogal;CUNDINAMARCA;ELROSAL;1;PREFERENTE;CANTANTE
2572;Salas Bocanegra Candelaro;ATLANTICO;CAMPO_DE_LA_CRUZ;0;NO APLICA;POLITICO
2573;Felix Armando Perez Vargas;BOGOTA D.C.;BOGOTA._D.C.;85;PREFERENTE;ACTOR
2574;Jhon Jairo Nuñez Colorado;CAQUETA;CURILLO;3;PREFERENTE;POLITICO
2575;Eudes Mosquera Perez;CAQUETA;CURILLO;6;PREFERENTE;POLITICO
2576;Esmeralda Torres Forigua;CUNDINAMARCA;CHAGUANI;5;PREFERENTE;CANTANTE
2577;Ulfrido Leon Zarate;NORTE_DE_SANTANDER;LA_ESPERANZA;1;PREFERENTE;POLITICO
2578;Omar Andres Orozco Olaya;NORTE_DE_SANTANDER;LA_ESPERANZA;7;PREFERENTE;OTRO
2579;Carlos Arturo Loaiza Osorio;CALDAS;FILADELFIA;7;PREFERENTE;OTRO
2580;Willian Pulido Villamizar;SANTANDER;TONA;6;PREFERENTE;POLITICO
2581;Ana Eddy Camaron Banegas;NORTE_DE_SANTANDER;PAMPLONITA;7;PREFERENTE;CANTANTE
2582;Domingo Rafael Deavila Buelvas;BOLIVAR;EL_CARMEN_DE_BOLIVAR;0;NO PREFERENTE;POLITICO
2583;Jaime Salamanca Becerra;HUILA;PITAL;2;PREFERENTE;POLITICO
2584;Marco Antonio Perez Medrano;CORDOBA;SAN_BERNARDO_DEL_VIENTO;4;PREFERENTE;OTRO
2585;Carolina Susana Morales De Sierra;CORDOBA;SAN_BERNARDO_DEL_VIENTO;11;PREFERENTE;POLITICO
2586;Antonio Jose Silva Sehuanez;BOLIVAR;MONTECRISTO;1;PREFERENTE;OTRO
2587;Paola Andrea Muñoz Arevalo;CUNDINAMARCA;SESQUILE;8;PREFERENTE;OTRO
2588;Jose Ebelio Ruiz Urrego;CUNDINAMARCA;UBALA;0;NO APLICA;POLITICO
2589;Ever Hernan Rodriguez Mateus;SANTANDER;BARBOSA;5;PREFERENTE;ACTOR
2590;Pablo Emilio Ulloa Luengas;SANTANDER;BARBOSA;8;PREFERENTE;POLITICO
2591;Luis Augusto Sanabria Ruiz;SANTANDER;BARBOSA;13;PREFERENTE;OTRO
2592;Sonia Quiroga Correa;BOYACA;FLORESTA;1;PREFERENTE;POLITICO
2593;Amilcar Jose Luna Rojas;CORDOBA;BUENAVISTA;11;PREFERENTE;CANTANTE
2594;Hector Ortiz Mejia;CESAR;CHIRIGUANA;2;PREFERENTE;CANTANTE
2595;Alirio Peinado Castrillo;CESAR;CHIRIGUANA;5;PREFERENTE;POLITICO
2596;Miguel Angel Montaño Revolledo;CESAR;CHIRIGUANA;10;PREFERENTE;POLITICO
2597;Fernanda Isabel Silva Rodriguez;CESAR;CHIRIGUANA;13;PREFERENTE;CANTANTE
2598;Jose Eduardo Lizcano Vargas;SANTANDER;OIBA;4;PREFERENTE;OTRO
2599;Cristian Andres Tapias Ortiz;SANTANDER;OIBA;7;PREFERENTE;OTRO
2600;Luis Guillermo Vasquez Lozano;CUNDINAMARCA;LA_PALMA;5;PREFERENTE;POLITICO
2601;Adrian Herneys Torres Paez;CALDAS;LA_DORADA;5;PREFERENTE;POLITICO
2602;Robert Mauricio Rodriguez Garcia;CALDAS;LA_DORADA;10;PREFERENTE;CANTANTE
2603;Martha Patricia Meriño Lozada;CESAR;BOSCONIA;0;NO PREFERENTE;OTRO
2604;Jose Agustin Arevalo Delgado;CUNDINAMARCA;VILLETA;4;PREFERENTE;CANTANTE
2605;John Edison Herrera Villa;CUNDINAMARCA;VILLETA;9;PREFERENTE;POLITICO
2606;Blanca Consuelo Tinoco Colorado;CUNDINAMARCA;VILLETA;12;PREFERENTE;OTRO
2607;Nivia Heli Betancourt Torres;CUNDINAMARCA;VILLETA;13;PREFERENTE;CANTANTE
2608;Maria Angelica Romero Lozano;CESAR;MANAURE_BALCON_DEL_CESAR_(MANA;10;PREFERENTE;POLITICO
2609;Nancy Rocio Melo Melo;NARIÑO;SAMANIEGO;14;PREFERENTE;POLITICO
2610;Daniel Garcia Moncada;NORTE_DE_SANTANDER;CUCUTILLA;5;PREFERENTE;CANTANTE
2611;Elizabeth Mejia Polo;MAGDALENA;PIJIÑO_DEL_CARMEN;8;PREFERENTE;OTRO
2612;Edel Maria Martinez Cortina;MAGDALENA;PIJIÑO_DEL_CARMEN;9;PREFERENTE;POLITICO
2613;Gloria Mery Alarcon;HUILA;TIMANA;9;PREFERENTE;OTRO
2614;Luis Carlos Ramos Toledo;HUILA;TIMANA;13;PREFERENTE;POLITICO
2615;Ruth Nelly Tique Capera;CAQUETA;SAN_JOSE_DEL_FRAGUA;4;PREFERENTE;POLITICO
2616;Johana Rocio Ortega Aullon;HUILA;ISNOS;7;PREFERENTE;OTRO
2617;Henry Garnica Pinto;SANTANDER;SAN_JOAQUIN;4;PREFERENTE;ACTOR
2618;Jose Alejandro Montañez Jaimes;NORTE_DE_SANTANDER;PAMPLONA;13;PREFERENTE;CANTANTE
2619;Anselmo Almario Calderon;HUILA;GARZON;8;PREFERENTE;CANTANTE
2620;Alberto Sanchez Soto;HUILA;GARZON;13;PREFERENTE;CANTANTE
2621;Diana Marcela Florez Agudelo;BOGOTA D.C.;BOGOTA._D.C.;8;PREFERENTE;POLITICO
2622;Fernando Rojas Parra;BOGOTA D.C.;BOGOTA._D.C.;45;PREFERENTE;CANTANTE
2623;Maria Zoraida Diaz Guzman;RISARALDA;MARSELLA;4;PREFERENTE;OTRO
2624;Flaminio Orlando Mendez Quevedo;CUNDINAMARCA;SILVANIA;4;PREFERENTE;POLITICO
2625;Jorge Hernando Bedoya Sanchez;CUNDINAMARCA;UBATE;3;PREFERENTE;POLITICO
2626;Maria Ilma Guayana Gomez;CUNDINAMARCA;UBATE;8;PREFERENTE;POLITICO
2627;Jenny Daniela Lopez Valencia;CALDAS;ARANZAZU;3;PREFERENTE;POLITICO
2628;Flor Angela Suarez Alba;SANTANDER;SAN_JOSE_DE_MIRANDA;2;PREFERENTE;POLITICO
2629;Oscar Dario Baron Bañol;ANTIOQUIA;ARBOLETES;5;PREFERENTE;OTRO
2630;Alexander Arboleda Julio;ANTIOQUIA;ARBOLETES;12;PREFERENTE;CANTANTE
2631;Alix Rodriguez Cardozo;HUILA;COLOMBIA;0;NO PREFERENTE;CANTANTE
2632;Domingo Delgado;NARIÑO;ANCUYA;1;PREFERENTE;POLITICO
2633;Camilo Andres Acosta Gonzalez;CUNDINAMARCA;SAN_BERNARDO;2;PREFERENTE;CANTANTE
2634;Nestor Arturo Hernandez Barrantes;CUNDINAMARCA;LENGUAZAQUE;6;PREFERENTE;CANTANTE
2635;Marisol Rodriguez Farfan;CUNDINAMARCA;LENGUAZAQUE;9;PREFERENTE;POLITICO
2636;Heidy Iveth Mejia Campo;CORDOBA;MONTELIBANO;12;PREFERENTE;OTRO
2637;Fernando Jose Horta Diaz;CESAR;BOSCONIA;9;PREFERENTE;CANTANTE
2638;Dario Villamor Carrasquilla;CUNDINAMARCA;EL_COLEGIO;13;PREFERENTE;POLITICO
2639;Gildardo Miranda Rojas;META;GRANADA;12;PREFERENTE;OTRO
2640;Luis Fernando Ospina;ANTIOQUIA;APARTADO;0;NO PREFERENTE;CANTANTE
2641;Hernesto Simon Salazar;NARIÑO;SANTACRUZ_(GUACHAVES);6;PREFERENTE;OTRO
2642;Jose Gildardo Reyes Correa;META;FUENTE_DE_ORO;6;PREFERENTE;OTRO
2643;Jose Rodrigo Gualteros;META;FUENTE_DE_ORO;10;PREFERENTE;CANTANTE
2644;Severiano Sierra Jimenez;SANTANDER;SAN_JOAQUIN;4;PREFERENTE;CANTANTE
2645;Gladis Maruja Ortega Rodriguez;PUTUMAYO;PUERTO_ASIS;3;PREFERENTE;CANTANTE
2646;Segundo Rubiel Solarte Basante;PUTUMAYO;PUERTO_ASIS;11;PREFERENTE;ACTOR
2647;Jose Antonio Ramirez Castaño;CALDAS;MARQUETALIA;0;NO PREFERENTE;CANTANTE
2648;Gildardo Carmona Rivera;CALDAS;MARQUETALIA;0;NO PREFERENTE;POLITICO
2649;Jose Enrique Bello Lopez;LA_GUAJIRA;VILLANUEVA;3;PREFERENTE;CANTANTE
2650;Griseida Baquero Daza;LA_GUAJIRA;VILLANUEVA;5;PREFERENTE;POLITICO
2651;Elias Humberto Solarte Solarte;NARIÑO;GUAITARILLA;1;PREFERENTE;CANTANTE
2652;Rosero Betancourt Maribel Del Rosario;NARIÑO;GUAITARILLA;9;PREFERENTE;POLITICO
2653;Jose Manuel Medina Retavisca;CAQUETA;FLORENCIA;2;PREFERENTE;ACTOR
2654;Maria Yenid Chavarro Mendez;CAQUETA;FLORENCIA;14;PREFERENTE;POLITICO
2655;Maria Olga Herrera Suarez;SANTANDER;SAN_JOSE_DE_MIRANDA;4;PREFERENTE;POLITICO
2656;Luz Marina Castillo Sierra;CUNDINAMARCA;VIANI;1;PREFERENTE;OTRO
2657;Smith Prada Bayona;SANTANDER;LEBRIJA;1;PREFERENTE;CANTANTE
2658;Pedro Antonio Mendez Bustos;SANTANDER;LEBRIJA;4;PREFERENTE;POLITICO
